HET Code,Smiles,Molecular Weight
BFV,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5cccc(CNCc6ccccc6)c5,658.2525
BKM,CC\C(=C/C(=O)CC(C)CC(C)CCC(O)C(C)C(=O)CC(O)C(C)C(C)OC(=O)CC(O)\C(=C(/C)\C(=O)O)\C(=O)O)\C=C,624.75938
BJD,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(CNCc6ccccc6)c5,692.69756
BJJ,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(CCc5ccc(Cl)c(CNCc6ccccc6)c5)c4,696.72932
BJS,CC1COCCN1CCCn2nc(c3CN(CCc23)C(=O)C(=O)N)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(CNCc6ccccc6)c5,699.6686
BJV,COc1ccc(cc1CNCc2ccccc2)C#Cc3cc(ccc3Cl)c4nn(CCCN5CCOCC5)c6CCN(Cc46)S(=O)(=O)C,688.27848
BJY,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5cc[n+](O)cc45)c6ccc(cc6)C(F)(F)F,619.67827
BKP,NC1=NC(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2N1,603.16032
BQJ,CCCn1nc(c2CN(CCc12)C(=O)CC3CCN(CC3)C(=O)CN(C)C)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,662.85207
BQP,OCCCn1nc(c2CN(CCc12)C(=O)CC3CCN(CC4CCCCC4)CC3)c5ccc(c(SCCN6CCC(F)CC6)c5)C(F)(F)F,707.90763
BQS,CCCn1nc(c2CN(CCc12)C(=O)CC3CCN(CC4CCCCC4)CC3)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,673.91777
BVM,CCOC(=O)C1CCCN(C1)C(=O)c2cccc3C(N(CCc23)C(=O)\C=C\c4cc(Cl)ccc4n5cnnn5)C(=O)Nc6ccc(cc6)C(=O)O,712.15086
BXJ,Cc1c(NC(=O)c2ccc(cc2)N3CCCCC3)cccc1C4C=NC(=O)C(=N4)Nc5ccc(C(=O)N6CCOCC6)c(N)c5,607.70208
BZ4,NC(=O)c1coc(CN(Cc2ccc3OCOc3c2)C(=O)c4coc(CN(Cc5ccc6OCOc6c5)C(=O)c7coc(CCl)n7)n4)n1,677.0174
B0F,Cc1cc(NC(=O)CCCCC2SCC3NC(=O)NC23)cc(C)c1OCC(=O)NC(Cc4ccccc4)C(O)C(=O)N5CSC(C)(C)C5C(=O)NC6C(O)Cc7ccccc67,873.09154
BHW,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc3ccc4C(=C(NC(=O)c5c[nH]c(C(=O)NC6=C(O)c7ccc(OC8OC(C)(C)C(OC)C(OC(=O)c9ccc(C)[nH]9)C8O)c(C)c7OC6=O)c5C)C(=O)Oc4c3C)O)OC1(C)C,1110.07846
BJ8,S([Fe]12S3[Fe]4S5[Fe](S1[Fe]35)S24)[Fe]67S8[Fe]9S%10[Fe](S6[Fe]8%10)S79,743.40852
BJW,CC(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCCNC3(CCCC(=O)O)OC4C(O)C(COP(=O)(O)OP(=O)(O)OCC5OC(C(O)C5O)n6cnc7c(N)ncnc67)OC4S3)NC(=O)OCc8ccccc8,1179.08988
BNB,CN1CCN(CC1)C(=O)c2ccc(NC3=NC(=CN(C)C3=O)c4cccc(NC(=O)c5ccc(cc5)N6CCCCC6)c4C)cc2,619.75584
BNW,CC(OC1C(NC(=O)C)C(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)OC(CO)C1OP(=O)(O)O)C(=O)O,759.39626
BV8,CC(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCC\N=C(\NCCC(=O)O)/SC3OC(COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(O)C3O)NC(=O)OCc7ccccc7,1180.07794
BVT,CC(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCCNC3(NCCC(=O)O)OC4C(O)C(COP(=O)(O)OP(=O)(O)OCC5OC(C(O)C5O)n6cnc7c(N)ncnc67)OC4S3)NC(=O)OCc8ccccc8,1180.07794
BWH,COc1c(O)c(ccc1NC(=O)c2ccc(NC(=O)c3ccc(NC(=O)C(CC#N)NC(=O)c4ccc(NC(=O)\C(=C\c5ccc(O)cc5)\C)cc4)cc3)c(OC)c2O)C(=O)O,842.80552
B8C,Cc1cc2NC3(O\C(=C(\O)/C(=O)O)\C(=O)O)C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,604.41476
F17,NC(=O)C(Cc1ccc(cc1)C2=CC(=O)NS2(=O)=O)NC(=O)C(Cc3ccccc3)NC(=O)Cc4ccc(cc4)C5=CC(=O)NS5(=O)=O,691.73076
F2I,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc3cccc(I)c3,677.5637
F2N,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6=C(N(C(=O)CCc7ccccc7)c2cc1C)C(=O)NC(=O)N6,919.72484
F42,CC(OP(=O)(O)OCC(O)C(O)C(O)CN1C2=NC(=O)NC(=O)C2=Cc3ccc(O)cc13)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,773.5926
F4M,CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)O)C(=O)O)C(O)C2O)cc1)C3C(C)NC4=C(N3C=O)C(=O)N=C(N)N4,804.69276
FA8,Cc1cc2NC3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,787.56562
FA9,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6NC(=O)NC(=O)C67C(CC(=O)N7c2cc1C)c8ccccc8,919.72484
FAA,Cc1cc2N(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6=NC(=O)NC(=O)C6=[N+](Cc7ccc(O)cc7)c2cc1C,891.67168
FAB,CC(C)C(=O)[N+]1=C2C(=O)NC(=O)N=C2N(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)c6cc(C)c(C)cc16,855.63958
FAD,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,785.54974
FAE,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5c[nH+]c6c(N)ncnc56)c2cc1C,786.55768
FAG,COc1cc2OC3OC(C(O)C3c2c4OC(=O)C5=C(CCC5=O)c14)N(C=O)C6=C(NC7CC(O)C(COP(=O)(O)O)O7)N=C(N)NC6=O,693.50948
FAJ,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6=NC(=O)NC(=O)C67C(CC(O)N7c2cc1C)c8ccccc8,919.72484
FAM,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCC(F)C(=O)N,810.51091
FAO,Cc1cc2NC3C(NC(=O)NC3=O)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,789.5815
FAQ,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc4ccccc4,885.66676
FAS,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,785.54974
FAY,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C=O,799.53326
FB0,CC(CCN)C(C)CCN(CNC(=O)NC(=O)C)CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)n2cnc3c(N)ncnc23,801.67678
FC9,NS(=O)(=O)c1ccc(cc1)n2cc(CNC(=S)Nc3ccc(C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46)c(c3)C(=O)O)nn2,642.66168
FCG,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6NC(=O)NC(O)C67CCC(O)N7c2cc1C,847.66064
FCX,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCC(F)C(=O)O,811.49567
FD5,Cc1cc2N=C3C(=O)N(OCCS(O)(O)c4ccc(NNc5c(N)c6c(O)c(NNc7ccc(cc7)S(C)(O)O)c(cc6cc5S(O)(O)O)S(O)(O)O)cc4)C(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,1180.15962
FDA,Cc1cc2NC3=C(NC(=O)NC3=O)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,787.56562
FED,Cc1cc2NC3(O)C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,803.56502
FEE,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCC,704.02998
FFG,OC1CCN(Cc2ccccc2c3ccc(cc3)N4CCc5c(C4=O)n(nc5C(F)(F)F)c6cccc(c6)C7=NNC(=O)N7)C1,615.60503
F49,COc1c(Br)c(Br)c(Br)c(Br)c1CN2C(=O)C=CN(CC(=O)O)C2=O,605.8556
FI3,CCC(=O)Nc1ccc(CN(C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)c3cc(Nc4ccc(cc4)N5CCN(C)CC5)ncn3)cc1,693.62272
FLD,COc1ccc2[nH]c3ccc4cc[n+](CC[NH2+]CCCCCC[NH2+]CC[n+]5ccc6ccc7[nH]c8ccc(OC)cc8c7c6c5)cc4c3c2c1,668.86952
FMA,CCCCCCCCCCCC(CC(=O)O)c1c(C)c(C)cc2N(CC(O)C(O)C(O)COP(=O)(O)O)C3=NC(=O)NC(=O)C3=Nc12,682.69884
FMI,CCC1=C(C)C2=CC3=[N+]4C(=Cc5c(C)c(CCC(=O)O)c6C=C7N8C(=CC1=[N+]2[Fe]48n56)C(=C7CCC(=O)O)C)C(C)(CC)C3=O,636.51844
FNK,CC(C)CC(=O)N1C2=C(NC(=O)NC2=O)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)c6cc(C)c(C)cc16,871.68204
FRE,COc1cc(\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2OP(=O)(O)O)n3cnc4c(N)ncnc34)cc(O)c1O,959.70224
FRH,CC(C)CC(NC(=N)N)C(=O)NCC(=O)N1CCC(CC1)c2cc(nn2C)c3ccc(OCc4oc(cc4)C(=O)O)c(Cl)c3Cl,662.56408
FRI,CC(C)CC(NC(=N)N)C(=O)NCC(=O)N1CCC(CC1)c2cc(nn2C)c3ccc(OCc4ccc(NC(=O)C)cc4)c(Cl)c3Cl,685.64378
FRJ,CCc1oc2cc(ccc2c1C(=O)c3cc(Br)c(O)c(Br)c3)S(=O)(=O)Nc4ccc(cc4)S(=O)(=O)Nc5nccs5,741.44796
FS5,S(SS[Fe]12S3[Fe]4S5[Fe](S1[Fe]35)S24)SS[Fe]67S8[Fe]9S%10[Fe](S6[Fe]8%10)S79,871.66852
FSC,COCC1CCC2C(C)C(O)C(OC3OC(COC(C)(C)C=C)C(O)C(OC(=O)C)C3O)C4=C(CC(O)C4(C)\C=C\1/2)C(C)COC(=O)C,680.82264
FSH,Cc1cc2NC3(NC(=O)NC3=O)C(=O)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)c2cc1C,803.56502
FVS,CC12CCC3C(C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)C1CCC2O,606.7708
FYN,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC=O,795.54422
FZN,C\C(=N\CCCCC(N)C(=O)O)\SC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4c(N)ncnc34)C(O)C1O,745.5903
FUH,CC(O)CC(=O)NC1C(O)C(C)OC(OP(=O)(O)OP(=O)(O)OCC2OC(CC2O)N3C=C(C)C(=O)NC3=O)C1O,633.43404
FNY,OCC1OC(OC2(COC3(COC4(COC5(CO)OC(CO)C(O)C5O)OC(CO)C(O)C4O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,828.71828
F2S,CCC(C)N1c2ccccc2C(=O)N(C)c3cnc(Nc4ccc(cc4OC)C(=O)N5CCC(CC5)N6CCN(C)CC6)nc13,612.76496
F3J,COc1cc(ccc1Nc2ncc3N(C)C(=O)c4ccccc4N(C5CCC5)c3n2)C(=O)N6CCC(CC6)N7CCN(C)CC7,610.74908
F5D,Nc1ncnc2c1ncn2C3OC(COP(=O)(OC(=O)CCCCC4SCC5NC(O)NC45)OP(=O)(O)OP(=O)(O)O)C(O)C3O,735.49226
F5G,CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(NC(=O)C)C(O)C1NC=O,618.37964
F61,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCC,647.92366
F8G,CC1CCC(=C(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2OP(=O)(O)O)n3cnc4c(N)ncnc34)C15CCC(=O)O5)O,975.7447
F8V,CSC1(CCN(CC(=O)N2CCN(CC2)c3ccc(cc3)c4ncccn4)C1)C(=O)Nc5ccc6[nH]nc(c7ccc(F)cc7)c6c5,650.7682
FH1,COc1ccc2nc(C)c(OC3CC(N(C3)C(=O)C(NC(=O)OC4CCCC4)C(C)(C)C)C(=O)NC5(CC5C=C)C(=O)NS(=O)(=O)C6(C)CC6)nc2c1,754.8927
FH4,COc1ccc2nc(C(C)C)c(OC3CC(N(C3)C(=O)C(NC(=O)OC4CCCC4)C(C)(C)C)C(=O)NC5(CC5C=C)C(=O)NS(=O)(=O)C6(C)CC6)nc2c1,782.94586
FHD,CCCCCOC(=O)NC(C(=O)N1CC(CC1C(=O)NC2(CC2C=C)C(=O)NS(=O)(=O)C3(C)CC3)Oc4nc5cc(OC)ccc5nc4Cl)C(C)(C)C,777.32706
FJJ,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCC(=O)\N=C\CCCc2ccccc2,624.76268
FJM,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCC(=O)NCCCCCCCCc2ccccc2,682.88488
FND,CCC(C)N1c2ccccc2C(=O)N(C)c3cnc(Nc4ccc(cc4OC)C(=O)N5CCC(CC5)N6CCN(C)CC6)nc13,612.76496
FQ1,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)OC3CCOC4OCCC34,612.68243
FSD,CC1OC(CCC1OC2OC(C)C(C(O)C2O)N(C)C)N3C=CC(=NC3=O)NC(=O)c4ccc(NC(=O)C(C)(N)CO)cc4,618.67858
FTG,NC(CCC(CNCc1ccccc1)CC2OC(C(O)C2O)n3cnc4c(N)ncnc34)C(=O)NCCc5ccc(O)cc5,604.6999
FVP,Cc1cc(cc(C)c1O)C(=O)NCC(O)C(O)C2OC(CC(O)C2NC(=O)Cn3cc(nn3)C4CCCCC4)(OCC5OC(OC6C(O)C(O)C(OCCN)OC6CO)C(O)C(O)C5O)C(=O)O,972.98576
F0E,O=C(NCCCNC(=O)c1cc(ccn1)c2n[nH]c3ccc(NC(=O)C4CCN(CC(=O)N5CCN(CC5)c6ccc(cc6)c7ncccn7)C4)cc23)OC8CCCCCCC8,841.9996
F0H,OCC(N1C=CC(=CC1=O)c2ccnc(Nc3ccnc(c3)C#CCCNC(=O)OC4CCC\C=C/CC4)n2)c5ccc(Cl)c(F)c5,657.13366
F2H,[O-]S(=O)(=O)c1ccc(NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4ccc(c5cccc(c45)S(=O)(=O)[O-])S(=O)(=O)[O-])c2)c6c(cccc16)S(=O)(=O)[O-],866.82698
F3K,Brc1ccc2nc3c4ccc[n+]5c4c6c(ccc[n+]6[Ru]578([n+]9ccnc%10ccc%11ncc[n+]7c%11c9%10)[n+]%12ccnc%13ccc%14ncc[n+]8c%14c%12%13)c3nc2c1,826.62774
F3Q,Oc1ccc(cc1)N(C(=O)c2cc(c3cc4OCOc4cc3C(=O)N5Cc6ccccc6CC5CN7CCOCC7)n8CCCCc28)c9ccccc9,710.81678
F2R,NC(CCCNC(=N)NC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4c(N)ncnc34)C(O)C1O)C(=O)O,715.50142
F8W,OC(=O)C(O)(CC(=O)NCCCCNCCCNC(=O)c1ccc(O)c(O)c1)CC(=O)NCCCCNCCCNC(=O)c2ccc(O)c(O)c2,718.7944
FFH,NCOCCOCCOCCOCCOCCC(=O)NCCCCOc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)N)cc1,655.7601
FFK,CC(=CCC\C(=C/CC\C(=C/CC\C(=C/COP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(O)C1NC(=O)C)\C)\C)\C)C,653.63568
FJK,O=C(Nc1cc(COCc2cn(CCNC3=C4C=CC=CC4=NC5CCCCC35)nn2)ccn1)Nc6cccc7C(=O)N8CCCCC8c67,659.77994
FJN,C[NH+](Cc1ccnc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)c1)Cc5cn(CCNC6=C7C=CC=CC7=NC8CCCCC68)nn5,673.8297
FQ8,OCC(O)C(O)C(O)COP(=O)(O)OCC(O)C(O)C(O)COP(=O)(O)OCC(O)C(O)C(O)COP(=O)(O)O,660.34648
FQT,CCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)N2CC=C(N)NC2=O)OC(=O)CCCCC,675.55684
FUQ,O[Mo]1(O)(O)(O)O[Mo](O)(O)(O)(O)O[Mo](O)(O)(O)(O)O[Mo](O)(O)(O)(O)O[Mo](O)(O)(O)(O)O1,899.8438
FVH,NC(=O)C1CCCN(C1)C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(C(OP(=O)(O)O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,749.45264
FW8,O=C(Nc1cc(ccn1)c2cn(CCNc3c4CCCCc4nc5ccccc35)nn2)Nc6cccc7C(=O)N8CCCCC8c67,613.7115
FWE,COc1c(O)c(ccc1NC(=O)c2ccc(NC(=O)c3ccc(cc3)N4C(=CC(NC(=O)c5ccc(NC(=O)\C(=C\c6ccc(O)cc6)\C)cc5)C4=O)N)c(OC)c2O)C(=O)O,842.80552
FWW,COc1c(O)c(ccc1NC(=O)c2ccc(NC(=O)c3ccc(cc3)N4C(=O)CC(NC(=O)c5ccc(NC(=O)\C(=C\c6ccc(O)cc6)\C)cc5)C4=O)c(OC)c2O)C(=O)O,843.79028
FWZ,Cc1ncsc1c2ccc(CNC(=O)C3CC(O)CN3C(=O)C(NC(=O)C4(F)CC4)C(C)(C)C)c(OCCc5ccc(CN6CCN(CC6)c7cc(nnc7N)c8ccccc8O)cc5)c2,920.10492
FX8,Cc1ncsc1c2ccc(CNC(=O)C3CC(O)CN3C(=O)C(NC(=O)C4(F)CC4)C(C)(C)C)c(OCCOCCOCCN5CCN(CC5)c6cc(nnc6N)c7ccccc7O)c2,918.0875
J12,NCCCN1CCN(CCCNC(=O)c2cc(NC(=O)Cc3cccs3)cc(OC4OC(CO)C(O)C(O)C4O)c2)CC1,621.74542
J1B,CC1(C)NC2=C(N=C1CNCCN3CCC(CC3)SCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(=O)NC(=N2)N,614.72292
J1C,CC1(C)NC2=C(N=C1C(=O)NCCN3CCC(CC3)SCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(=O)NC(=N2)N,628.70644
J1D,CC1(C)NC2=C(N=C1C(=O)NCC(=O)NCCS(=O)(=O)CC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(=O)NC(=N2)N,634.6249
J1R,CC1=C(C)C2(C)C3(C)C(=C(C)C4=[N]3[Co+]56N7C(=CC1=[N]25)C(=C(CCC(=O)O)C7=CC8=[N]6C(=C4)C(=C8CCC(=O)O)C)C)C,612.60448
J1S,CC1=C(C)C2(C)C3(C)C(=C(C)C4=[N]3[Co+]56N7C(=CC1=[N]25)C(=C(CCC(=O)O)C7=CC8=[N]6C(=C4)C(=C8CCC(=O)O)C)C)C,612.60448
J21,CC(=O)NCCOc1cc(Br)ccc1C(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,603.41704
J5Y,Cc1ccc(Cl)cc1N2CCN(CC2)c3ccc(C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)Nc6ccncc6)c(F)c3,611.10828
J7V,CCN(CC)c1ccc2C=C(C(=O)NC3C(O)C(OC3COP(=O)(O)OP(=O)(O)O)n4cnc5c(N)ncnc45)C(=O)Oc2c1,669.47428
J7Z,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,957.1933
JB3,CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4C(=O)NC(=Nc34)N)C(O)C(O)C1NC(=O)C,630.39364
JG7,CCN1CCN(CC1)c2ccc(c(Cl)c2)S(=O)(=O)C3CC(N(C3)C(=O)C4(CC4)C(F)(F)F)C(=O)NC5(CC5)C=N,604.08453
JH0,CCCCCCCCCCCCCCCC(=O)N(O)CCCCC(NC(=O)C1COC(=N1)c2ccccc2O)C(=O)OC(C)CC(=O)NC3CCCCN(O[Si](c4ccccc4)(c5ccccc5)C(C)(C)C)C3=O,1040.4085
JLS,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,828.25332
JRJ,NCCCCn1cc(CCn2nc3c(Br)c(Br)c(Br)c(Br)c3n2)nn1,600.9318
JS4,NCCCNCCOC1C(OC2C(O)C(N)CC(N)C2OC3OC(CO)C(O)C(O)C3N)OC(CO)C1OC4OC(CN)C(O)C(O)C4N,715.79068
JS5,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC4OC(CO)C(O)C(O)C4N)C2OCCNCC5CCCNC5)C(N)C(O)C1O,755.85454
JS6,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC4OC(CO)C(O)C(O)C4N)C2OCCNCCc5ccccc5)C(N)C(O)C1O,762.84542
JT1,Fc1cc(CNC(=O)C2CN(CCN2S(=O)(=O)c3ccc(cc3)C(F)(F)F)c4nc5nc(ncc5s4)C6CC6)ccc1OC(F)(F)F,704.63884
JZD,OC(=O)c1ccccc1Nc2cc(Cl)c(OCCCCCCCCCCCOc3c(Cl)cc(Nc4ccccc4C(=O)O)cc3Cl)c(Cl)c2,748.51942
JZE,OC(=O)c1ccccc1Nc2cc(Cl)c(OCCCCCCCOc3c(Cl)cc(Nc4ccccc4C(=O)O)cc3Cl)c(Cl)c2,692.4131
JZN,COc1ccc(F)cc1C(C)(C)CC(O)(CNc2cc(C)cc3c2cnn3c4cccc(c4)C(=O)N5CCCC5C(=O)N)C(F)(F)F,655.68229
JZP,CC1(C)SCN(C1C(=O)NC2C(O)Cc3ccccc23)C(=O)C(O)C(Cc4ccccc4)NC(=O)COc5c(Cl)cccc5Cl,672.6185
JZQ,CC1(C)SCN(C1C(=O)NC2C(O)Cc3ccccc23)C(=O)C(O)C(Cc4ccccc4)NC(=O)COc5c(F)cccc5F,639.70931
J5L,CNC(=O)COC1COC2OCC(OC(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c4ccc5N\C(=N\C)\Oc5c4)C12,689.77632
JB6,Nc1ncnc2c1ncn2C3OC(CCOP(=O)(S)OCC(O)COP(=O)(S)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(O)C3O,796.66348
JB9,CC(=O)NC1C(O)C(OC2OC(CO)C(O)C(OCc3cn(Cc4cccc(\C=C/CN=C(N)N)c4)nn3)C2O)C(CO)OC1OCC=C,691.7293
J1I,CC1(C)NC2=C(N=C1C(=O)NCCN(CCSCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)CP(=O)(O)O)C(=O)NC(=N2)N,682.64906
J1F,CC1(C)NC2=C(N=C1C(=O)NCC(=O)N(CC(=O)NCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)CP(=O)(O)O)C(=O)NC(=N2)N,693.56574
J81,CCCCCCCCCNC(=O)CCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCC,620.8155
J76,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCC(=O)Nc2ccc(CCCCC)cc2,640.80514
JCT,O[Ru]12345(OC(=O)C6=[N]1c7ccccc7C(=C6)N8CCN(CC8)C(=O)CCCCC9SCC%10NC(=O)NC9%10)C%11C2C3C4C5%11,665.74576
J6D,CCN(c1cc2oc(c3ccc(F)cc3)c(C(=O)NC)c2cc1c4cccc(c4)C(=O)NC5(CC5)c6ncccn6)S(=O)(=O)C,627.6852
JA7,OC(=O)CCCCOc1ccccc1C(NS(=O)(=O)c2ccc3NC(=O)C=Cc3c2)C(=O)N(CC(=O)O)Cc4cccs4,627.68526
JAJ,OC(=O)CCCOc1ccccc1C(NS(=O)(=O)c2ccc3NC(=O)C=Cc3c2)C(=O)N(CC(=O)O)Cc4cccs4,613.65868
J2B,NC1=NC(=O)c2ncn(C3OC(CO)C(O)C3OP(=O)(S)OCCC(OP(=O)(O)S)C(O)C(O)n4cnc5c(N)ncnc45)c2N1,726.57364
