HET Code,Smiles,Molecular Weight
9QZ,OCC1OC(OCC2OC(O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C2O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,742.61248
9SK,OCC1OC(SC2OC(CO)C(O)C(C2O)n3cc(nn3)c4cc(F)c(F)c(F)c4)C(O)C(OCC5=Cc6c(F)c(F)ccc6OC5=O)C1O,733.61384
9SZ,OP(=O)(O)Oc1c2C3CC(c4cc5C6CC(c7ccccc67)c5cc34)c2c(OP(=O)(O)O)c8C9CC(c%10cc%11C%12CC(c%13ccccc%12%13)c%11cc9%10)c18,726.6462
9TQ,OCC1OC(OCCNC(=S)Nc2ccc(C3C4=C(CC(=O)C=C4)Oc5cc(O)ccc35)c(c2)C(=O)O)C(O)C(O)C1O,614.6203
9U8,CCOC(=O)C1CCN(CC1)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCc3ccccc3)CCS(=O)(=O)c4ccccn4,650.78488
9UB,CC(=CCC\C(=C/CC\C(=C/CC\C(=C/COP(=O)(O)OP(=O)(O)CC1OC(CO)C(O)C(O)C1NC(=O)C)\C)\C)\C)C,651.66286
9VE,CN(C)C(=O)c1cccc(c1)S(=O)(=O)N2CCCC2C(=O)OC(Cc3c(Cl)c[n+](O)cc3Cl)c4ccc(OC(F)F)c(OCC5CC5)c4,729.59547
9X8,CC(=S)OC1C(O)OC(COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4c(N)ncnc34)C1O,617.41802
9ZZ,OC(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c(O)c(I)cc24)I,835.8924
9AO,CCC(=O)NCCNC(=O)\N=C(/N)\NCCCC(NC(=O)C(c1ccccc1)c2ccccc2)C(=O)NCc3ccc(O)cc3,615.72254
9FO,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,899.06648
9JO,CCC(=O)NC1CCC(CC1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6ccccc6Cl,617.18404
9KO,CN1C(=O)N(Cc2cnc(Nc3ccc(nc3)N4CCN(CC4)C(=O)C)nc12)c5cc(NC(=O)c6cccc(c6)C(F)(F)F)ccc5C,659.66089
9P9,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)O)C3=C(N(C(=O)CC(O)(CF)C(=O)O)c2cc1C)C(=O)NC(=O)N3,606.44888
9Q0,Cc1cc2c(cc1C)[n+](c3C(=O)NC(=O)Nc3[n+]2CC(O)C(O)C(O)COP(=O)(O)O)C(O)(C(=O)N)c4ccccc4,607.50636
9T0,OC(=O)CCCC(=O)OCC(NC(=O)C(Cl)Cl)C(OP(=O)(O)Cc1ccc(NC(=O)C(F)(F)F)cc1)c2ccc(cc2)[N+](=O)[O-],702.35447
9TL,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCCCC,744.03368
9Y0,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP(=O)(O)OCCN,717.9964
9YF,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC(C)CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,853.11166
C1Q,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCc2ccccc2,709.99304
C35,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)c1nc(C)n(n1)c2ccc(Cl)cc2)C(=O)NC(Cc3ccc(F)cc3)C(=O)N,784.32294
C60,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc3ccccc3)CS(=O)(=O)C(C)(C)C)C(C)C,730.01242
C6N,OCC1OC(OC2C(O)C(O)C(OCC(CCCCC3CCCCC3)(CCCCC4CCCCC4)COC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)OC2CO)C(O)C(O)C1O,1001.15666
C6Q,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCc2ccccc2,653.88672
C78,NC(=O)C1CCCCC1NC(=O)C2(CCCCC2)NC(=O)C(Cc3ccc(OP(=O)(O)O)cc3)NC(=O)OCc4cccc(N)c4,659.66704
C84,CC(C)C(O)C(O)C(=O)NP(=O)(O)OC1CC(O)C(O1)n2cnc3c(NP(=O)(O)OC4C(O)OC(CO)C(O)C4O)ncnc23,688.47278
C8F,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCc2ccc(F)cc2,699.93034
C8P,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCc2ccccc2,681.93988
CA3,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCc4c[nH]c5ccccc45,1009.85034
CA5,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc4c[nH]c5ccc(Br)cc45,1046.66666
CA6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCCCS(=O)(=O)C,841.61266
CA8,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCCCS(=O)(=O)c4ccccc4,903.68204
CAA,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,851.60748
CAG,CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)n2cnc3C(=O)NC(=Nc23)N)c4ccccc4[N+](=O)[O-],672.3271
CAJ,CCOC(=O)CCCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,835.58494
CAO,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSO,783.53352
CBD,Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(Nc5nc(Cl)nc(Nc6ccccc6S(=O)(=O)O)n5)c(c4)S(=O)(=O)O)cc1S(=O)(=O)O,774.1574
CBN,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc3ccc4C(=C(NC(=O)c5ccc(O)c(CC=C(C)C)c5)C(=O)Oc4c3Cl)O)OC1(C)C,697.12808
CBY,CC(O)CNC(=O)CCC1(C)C(CC(=O)N)C2C3(C)C(C)(CC(=O)N)C(CCC(=O)N)C4=[N]3[Co+2]56[N]7=C(C(CCC(=O)N)C(C)(C)C7=CC8=[N]5C(=C4C)C(C)(CC(=O)N)C8CCC(=O)N)C(=C1[N-]26)C,990.08738
CC0,CC(NC(=O)C(Cc1ccc(OCC(=O)O)c(c1)P(=O)(O)O)NC(=O)C)c2ccc(OCC3CCCCC3)c(c2)C(=O)N,619.59988
CC1,CC(=O)NC(Cc1ccc(c(c1)P(=O)(O)O)P(=O)(O)O)C(=O)NC2CCCCc3cc(OCC4CCCCC4)c(cc23)C(=O)N,665.60816
CCI,CCNC1COC(CC1OC)OC2C(O)C(NOC3CC(O)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C(C)OC2OC,976.86361
CCQ,CC(C)(COP(=O)([O-])OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C[N+](C)(C)C,910.71774
CCR,COc1cc(C)c(c(C)c1C)S(=O)(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(cc2)C(=N)N)C(=O)N3CCCCC3,601.71426
CDN,CCCCCCCCCCCCCCC(O)OC(COC(O)CCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(O)CCCCCCCCCCCC)OC(O)CCCCCCCCCCCCCC,1151.51072
CE5,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(O)OC5CO)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,828.71828
CE6,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(OC6C(O)C(O)C(O)OC6CO)OC5CO)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,990.85888
CEX,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(O)OC5CO)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,828.71828
CEY,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(OC6C(O)C(O)C(O)OC6CO)OC5CO)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,990.85888
CFN,S1[Fe]23S4[Fe]5S6[Fe]7(S[Fe]89S%10[Mo]%11S8[Fe]1%12S%11[Fe]%10%13S[Fe]46[N]279%12%13)S35,795.49434
CGK,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC4OC5SC(O)(CCC(=O)O)OC5C4O)C(O)C3O,675.4541
CHL,CCC1=C(C=O)C2=Cc3c(C=C)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=[N+]5[Mg]7(N8C(=CC1=[N+]27)C(=C9C(=O)C(C(=O)OC)C6=C89)C)n34,907.4725
CHR,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C5C#CC6(OC6C#C\C=C\2/5)C7COC(=O)O7)OC(C)C(O)C1O,659.63602
CI9,ON(O)c1ccc(NCCOCCOCCOCCOCc2cn(CCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)nn2)c(c1)N(O)O,746.72014
CIC,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCCC(O)(CC(=O)O)C(=O)O,927.65884
CIS,CCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(OS(=O)(=O)O)C1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,890.30124
CL0,CCC1=C(C)C2=Cc3c(C=C)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=[N+]5[Mg]7(N8C(=CC1=[N+]27)C(=C9C(=O)C(C(=O)OC)C6=C89)C)n34,893.48898
CL1,CCC1=C(C)C2=Cc3c(C=C)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=[N+]5[Mg]7(N8C(=CC1=[N+]27)C(=C9C(=O)C(C(=O)OC)C6=C89)C)n34,893.48898
CL2,CCC1=C(C)C2=Cc3c(C=C)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=[N+]5[Mg]7(N8C(=CC1=[N+]27)C(=C9C(=O)C(C(=O)OC)C6=C89)C)n34,893.48898
CL7,CCC1=C(C)C2=Cc3c(C=O)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=C7C(C(=O)OC)C(=O)c8c(C)c9C=C1N2[Mg](N56)(n34)n9c78,895.4618
CLA,CCC1=C(C)C2=Cc3c(C=C)c(C)c4C=C5C(C)C(CCC(=O)OC\C=C(/C)\CCCC(C)CCCC(C)CCCC(C)C)C6=[N+]5[Mg]7(N8C(=CC1=[N+]27)C(=C9C(=O)C(C(=O)OC)C6=C89)C)n34,893.48898
CLF,S12[Fe]3S4[Fe]5S3[Fe]1S567([Fe]8S9[Fe]%10S([Fe]6S8%10)[Fe]79)[Fe]24,677.26264
CLL,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C,649.08374
CLP,S12[Fe]3S4[Fe]5S3[Fe]1S5([Fe]24)S67[Fe]8S9[Fe]%10S([Fe]6S8%10)[Fe]79,709.32764
CM7,CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)NC(Cc4ccccc4)C(O)CNCc5cccc(c5)C(F)(F)F,628.70491
CM8,CCNc1cc(cc(c1)C(=O)NC(Cc2ccccc2)C(O)CNCc3cccc(c3)C(F)(F)F)N4CCCCS4(=O)=O,618.71009
CMC,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCC(=O)O,825.5702
CMD,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(C(O)C(C)O5)N6CCOCC6C#N)c4c(O)c3C(=O)c12)C(=O)CO,638.61856
CMJ,CCCCCCCCCCCCCCCCCCCCCCC(C)CCCCCCCCCCCCCCCCCCC,605.15882
CMX,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCCC(=O)O,793.5052
CN3,CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CC)OC(=O)CCC)OC(=O)CCCCCCCC,834.86244
CN5,CCCCCCCCCCCCCCC(=O)OCCCOP(=O)(O)OCC(O)COP(=O)(O)OCCCOC(=O)C,634.6308
CN6,CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CC)OC(=O)CCC)OC(=O)CCC,764.72954
CNA,NC(=O)c1ccc[n+](c1)C2CC(COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,662.46022
CND,NC(=O)c1c[nH+]cc(c1)C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,663.4251
CNE,CCOc1ccc(\C=C\C(=O)OC)cc1CC(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)CSCc2c(F)cccc2Cl,651.14254
CO6,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,837.62396
CO7,C\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(OP(=O)(O)O)C1O)n2cnc3c(N)ncnc23,835.60808
CO8,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,893.73028
COA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS,767.53412
COD,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS,687.55422
COF,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,877.56877
COK,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSSCCO,843.65168
COO,C\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,835.60808
COS,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSS,799.59912
COT,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCC(=O)NCCc4c[nH]c5ccccc45,967.7706
COW,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4ccccc4N,886.65482
COZ,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS,767.53412
CPD,CCNC(=O)N(CCCN(C)C)P(=O)(Cc1ccc(NC(=O)C(F)(F)F)cc1)OC(C(CO)NC(=O)C(Cl)Cl)c2ccc(cc2)[N+](=O)[O-],743.49581
CPL,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,758.06026
CPQ,CC(CCC(=O)N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCCNC(=O)C(O)C(O)C(O)C(O)CO)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,862.056
CPS,CC(CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,614.87712
CQE,CC(=O)Nc1cc(ccn1)c2sc(nc2c3cccc(NS(=O)(=O)c4cc(F)ccc4F)c3F)C5CCN(CC5)C6CC6,627.70023
CS7,CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C3CC(CN3)OCc4ccccc4,607.73043
CS8,CCCCCSCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,911.7687
CSF,CC(=O)NC1C(O)C(F)C(OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=NC3=O)N)(OC1C(O)C(O)CO)C(=O)O,632.44156
CTO,CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(=O)C)C(O)C2NC(=O)C)C1O,627.59284
CTT,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,666.57768
CW1,COCC1OC(OC2C(O)C(C)C3CCC(O)(COC)/C/3=C/C4(C)CCC(=C24)C(C)C)C(O)C5OC6OC15OC6(C)CCOC=O,652.76948
CW7,COCC1OC(OC2C(O)C(=C)C3CCC(O)(COC)C3CC4(C)CCC(=C24)C(C)C)C(O)C5OC6OC15OC6(C)C7CO7,622.7435
CX1,CN(C(Cc1ccccc1)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)C(=O)C(Cc3c[nH]cn3)NC(=O)OCc4ccccc4,613.6603
CXG,CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(cc1)c2ccccc2)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C,701.8946
C7L,COCCOC1COC2OCC(OC(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c4ccc(N)cc4)C12,621.74212
CXT,CC(C)CC(=O)OC1C(OC2CC3(C)C4CCC5CC4(CCC3C(C2)(C(=O)O)C(=O)O)C(O)C5=C)OC(CO)C(OS(=O)(=O)O)C1OS(=O)(=O)O,770.81614
CY7,CCOc1cc2NC=C(C#N)\C(=N/c3ccc(OCc4ccccn4)c(Cl)c3)\c2cc1NC(=O)CC(CN(C)C)SCC(N)C(=O)O,678.20084
CYU,COCC(C(O)C(O)C(=O)NCCC(C)c1occ(\C=C\CC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)\C=C(/C)\C(=C\C=C\C(=C/C#N)\C)\C)OC)C(OP(=O)(O)O)C3(C)C)n1)N(C)C,1009.1697
CYV,CCOC(=O)CCC(CC1CCNC1=O)NC(=O)C(CC=C(C)C)CC(=O)C(NC(=O)C(CO)NC(=O)OC(C)(C)C)C(C)C,638.79256
CZ3,CNC(C)C(=O)NC(C(C)OCC#CC#CCOC(C)C(NC(=O)C(C)NC)C(=O)N1CCCC1Cn2nnnc2Sc3ccccc3)C(=O)N4CCCC4Cn5nnnc5Sc6ccccc6,969.1888
CZL,S1[Fe]234S5[Fe]678S2[Fe]369%10S[Fe]9%11%12%13S%14[Fe]%15%16S%17[Fe]1%11%14%15[Fe]%12%17%18(S[Fe]457%18S8%10)S%13%16,741.39264
C7U,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc3ccccc3)NC(=O)OC4COC5OCC(Cl)C45,637.14408
C7W,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc3ccccc3)NC(=O)OC4COC5OCC(OCCC(F)(F)F)C45,714.74955
C7G,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(OC5C(O)C(COP(=O)(O)OP(=O)(O)O)OC5n6cnc7c(N)ncnc67)C(O)C4O)C(O)C3O,968.50158
CJV,COC(=O)NC1CCCC1C(C#N)(C2CCN(CC3CN(C3)c4ccc(cc4)S(=O)(=O)C5CN(C5)C(=O)CCCN(C)C)CC2)c6cccc(F)c6,736.93872
CKD,Fc1ccc(cc1)C(CC(=O)Nc2cccc(F)c2CCC3CNCCN3S(=O)(=O)c4ccccc4)c5ccc(F)cc5,607.68569
CKM,CC1CNCC(CCc2c(F)cccc2NC(=O)CC(c3ccc(F)cc3)c4ccc(F)cc4)N1S(=O)(=O)c5ccccc5,621.71227
CKS,CC1CN(C(CCc2c(F)cccc2NC(=O)CC(c3ccc(F)cc3)c4ccc(F)cc4)CN1)S(=O)(=O)c5ccccc5,621.71227
CKV,CC1CN(C(CCc2c(F)cccc2NC(=O)CC(c3ccc(F)cc3)c4ccc(F)cc4)CN1)S(=O)(=O)c5ccccc5,621.71227
CKY,CC1CNCC(CCc2c(F)cccc2NC(=O)CC(c3ccc(F)cc3)c4ccc(F)cc4)N1S(=O)(=O)c5ccccc5,621.71227
CQM,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)C(=O)O,897.63286
CUY,CCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC,621.11516
C1Z,NC1=NC(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C3O)c2N1,683.14022
C5H,OCC1OC(OC2CCCCC2OC3OC(C(O)C(O)C3O)C(F)(F)F)C(O)C(OC(CC4CCCCC4)C(=O)O)C1O,632.61773
C5K,CC1CCCC(OC2OC(CO)C(O)C(OC(CC3CCCCC3)C(=O)O)C2O)C1OC4OC(C(O)C(O)C4O)C(F)(F)F,646.64431
CF6,Cc1sc2c(C(=NC(CC(=O)NCCCCCCCCCCNC(=O)CC3N=C(c4ccc(Cl)cc4)c5c(C)c(C)sc5n6c(C)nnc36)c7nnc(C)n27)c8ccc(Cl)cc8)c1C,938.04416
C9Z,COc1ccc(cc1)c2cc(C(=O)Nc3cc(ccn3)c4c(onc4c5ccc(F)cc5)C(C)C)n6CC7C(O)C(O)CN7Cc26,623.67336
CG5,COc1ccc(cc1)c2cc(C(=O)Nc3cc(ccn3)c4c(onc4c5ccc(F)cc5)C(C)C)n6CC7C(O)C(O)CN7Cc26,623.67336
C30,CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C/CC\C(=C/COP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(O)C1NC(=O)C)\C)\C)\C)\C)\C)C,789.86972
CVZ,CCN(CCCCCN1C(=CC(=O)N(\C=C\CCCN(CC)Cc2ccccc2[N+](=O)[O-])C1=O)C)Cc3ccccc3[N+](=O)[O-],620.73906
G0B,NC(=[NH2+])NCC1OC(OC2C(O)C(OC3C(O)C(CC(NC(=[NH2+])N)C3OC4OC(CNC(=[NH2+])N)C(O)C(O)C4NC(=[NH2+])N)NC(=[NH2+])N)OC2CO)C(NC(=[NH2+])N)C(O)C1O,872.93126
G1G,COC1C(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)[n+]3cn(C)c4C(=O)NC(=Nc34)N)OC1n5cnc6C(=O)NC(=Nc56)N,817.46696
G37,CC1(C)SC(NC1C(=O)NC(Cc2ccccc2)C(O)CC(=O)NCc3nc4ccccc4[nH]3)C(NC(=O)Cc5ccccc5)C(=O)NCc6ccccc6,761.93148
G3A,NC1=Nc2c(ncn2C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(O)C3O)C(=O)N1,772.40646
G3I,OCC1CNCC(O)C1OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O,633.59412
G40,CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(cc1)c2ccsc2)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C,707.92232
G4G,NC(=O)c1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)C3CNCC3N(Cc4ccccc4)S(=O)(=O)c5ccc(cc5)C(=O)N,647.76432
G4M,CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4C(=O)NC(=Nc34)N)C(O)C(O)C1NCc5c(O)c(C)ncc5COP(=O)(O)O,819.49942
G4P,NC1=Nc2c(ncn2C3OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C3O)C(=O)N1,603.16032
G52,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC3COC4OC5OCCC5C34,604.7116
G5P,NC1=Nc2c(ncn2C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(O)C3O)C(=O)N1,932.36626
G6G,COc1ccc(Nc2ncnc(n2)c3cccnc3Nc4cc(NC(=O)c5ccc(CN6CCN(C)CC6)cc5)ccc4C)cc1,615.72738
G6H,COc1cc(Nc2ncnc(n2)c3cccnc3Nc4cc(NC(=O)c5cccc(c5)C(F)(F)F)ccc4C)cc(OC)c1OC,631.60443
G79,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC3CCCC4OC5OCCC5C34,616.76536
